"MES","REGIONAL","CENTRO.DE.FORMACION","GRUPO.O.DEPENDENCIA","FUNCIONARIO","APLICATIVO","CANAL","MEDIO.DE.INGRESO","GRUPO.DE.INTERES","ASUNTO","TIPO.DE.PETICION","TEMA.PQRS","ESTADO.REAL.PQRS"
"Enero","Antioquia","Complejo Tecnologico Minero Agroempresarial","Despacho Subdireccion De Centro","Fernando Cano Gomez","Onbase","Virtual","Web","Adulto Mayor","Queja","Entidad","Irregularidades Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Enero","Vaupes","Regional","Grupo De Formacion Profesional Y Empleo","Yaddy Patricia Agudelo Bustos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro Metalmecanico","Despacho Subdireccion De Centro","Jenny Adriana Vargas Artunduaga","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Informacion General Formacion Profesional","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Agroempresarial","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Lauren Yinett Gomez Quintero","Onbase","Virtual","Web","Defensoria Del Pueblo","Peticion","De Servicios","Inscripcion - Programas Formacion Complementaria","Respuesta Fuera De Terminos"
"Enero","Cundinamarca","Regional","Grupo De Relaciones Corporativas E Internacionales","Fabiola Cadena Diaz","Onbase","Virtual","Web","Empresa","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Edwdey Patricia Trejos Vaquiro","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Meta","Regional","Grupo Apoyo Administrativo Mixto","Eberth Alfonso Castro Murcia","Onbase","Virtual","Web","Ciudadano","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Enero","Santander","Centro De Servicios Empresariales Y Turisticos","Despacho Subdireccion De Centro","(E) Jesus Alejandro Moreno Bohorquez","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Activacion Usuario Sofia","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Inscripcion - Programas Formacion Complementaria","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Empresa","Peticion","De Servicios","Ape-Servicio A Ciudadanos Y Empresas","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Leonardo Enrique Esguerra Hoyos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape-Eliminacion Registro","Respuesta Fuera De Terminos"
"Enero","Cauca","Centro De Teleinformatica Y Produccion Industrial","Despacho Subdireccion De Centro","Sergio Fabricio Lopez Munoz","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Ciudadano","Reclamo","Prestacion De Un Servicio","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Meta","Centro Agroindustrial Del Meta","Despacho Subdireccion De Centro","Olga Matilde Ahumada Sabogal","Onbase","Virtual","Web","Ciudadano","Peticion","De Servicios","Inscripcion - Programas Formacion Complementaria","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Ciudadano","Sugerencia","Entidad","Contratacion - Prestacion Servicios Personales Centros De Formacion","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Enero","Atlantico","Centro Industrial Y De Aviacion","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Mildred Mercedes Beltran Medina","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado En Bilinguismo","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Servicios Financieros","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Maria Alejandra Silva Gomez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Enero","Santander","Centro De Servicios Empresariales Y Turisticos","Despacho Subdireccion De Centro","Jose Wilson Carrero Maldonado","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Convocatorias Quiero Ser Instructor Sena","Respuesta Fuera De Terminos"
"Enero","Cordoba","Centro Agropecuario Y De Biotecnologia El Porvenir","Despacho Subdireccion De Centro","(E) Clara Helena Genes Bitar","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Agencia Publica De Empleo","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Virtual","Web","Ciudadano Extranjero","Peticion","De Servicios","Ape-Cambio/Actualizacion Tipo De Identificacion Usuario","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Meta","Centro Agroindustrial Del Meta","Despacho Subdireccion De Centro","Olga Matilde Ahumada Sabogal","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Queja","Servidor Publico","Mala Prestacion Del Servicio - Colaborador Sena","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Santander","Regional","Despacho Direccion Regional","(E) Jose Wilson Carrero Maldonado","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Enero","Valle Del Cauca","Centro Latinoamericano De Especies Menores","Despacho Subdireccion De Centro","(E) Marcelo Antonioni Aguilar Montero","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Enero","Cesar","Centro Biotecnologico Del Caribe","Despacho Subdireccion De Centro","(E) Jaime Jose Baute Dangon","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Formacion De Talento Humano En Salud","Despacho Subdireccion De Centro","Carlos Arturo Salgar Ramirez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Regional","Grupo De Relaciones Corporativas E Internacionales","Cristian David Castellanos Forero","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Gestion De Mercados, Logistica Y Tecnologias De La Informacion","Despacho Subdireccion De Centro","Hernan Dario Ruiz Jimenez","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Fuera De Terminos"
"Enero","Cundinamarca","Regional","Despacho Direccion Regional","Leonelly Rojas Benitez","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Activacion Vacante","Respuesta Fuera De Terminos"
"Enero","Distrito Capital","Centro De Gestion De Mercados, Logistica Y Tecnologias De La Informacion","Despacho Subdireccion De Centro","Hernan Dario Ruiz Jimenez","Crm","Virtual","Dynamics","Empresa","Peticion","De Servicios","Novedades","Respuesta Fuera De Terminos"
"Febrero","Meta","Centro Agroindustrial Del Meta","Despacho Subdireccion De Centro","Olga Matilde Ahumada Sabogal","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Putumayo","Regional","Grupo Apoyo Administrativo Mixto","Diana Sofia Mamian Artunduaga","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Servicios","Personales Regionales","Respuesta Fuera De Terminos"
"Febrero","Meta","Centro De Industria Y Servicios Del Meta","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Richard Jhon Elinson Parrado Lozano","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Meta","Centro De Industria Y Servicios Del Meta","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Richard Jhon Elinson Parrado Lozano","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Secretaria General","Despacho Direccion","Emmanuel Santiago Diaz Munoz","Onbase","Presencial","Fisico","Procuraduria","Peticion","Interes General O Particular","Personales Direccion General","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Secretaria General","Despacho Direccion","Emmanuel Santiago Diaz Munoz","Onbase","Presencial","Fisico","Procuraduria","Peticion","Interes General O Particular","Personales Direccion General","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Secretaria General","Despacho Direccion","Lyda Zamira Gonzalez Lopez","Onbase","Presencial","Fisico","Servidor Publico","Peticion","De Servicios","Personales Regionales","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Leonardo Enrique Esguerra Hoyos","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Direccion General","Direccion Administrativa Y Financiera","Grupo De Construcciones","(E) Nydia Jimena Rodriguez Rodriguez","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","Interes General O Particular","Informacion De Especialidades","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Nubia Cecilia Garay Recalde","Onbase","Presencial","Fisico","Servidor Publico","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","Ninguno","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Documentacion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Agroindustrial, Pecuario Y Turistico","Despacho Subdireccion De Centro","(E) Jorge Andres Arias Hernandez","Onbase","Presencial","Fisico","Servidor Publico","Peticion","De Documentacion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Antioquia","Complejo Tecnologico Minero Agroempresarial","Despacho Subdireccion De Centro","Fernando Cano Gomez","Onbase","Presencial","Fisico","Instructor","Peticion","Interes General O Particular","Contratacion - Prestacion Servicios Personales Centros","Respuesta Fuera De Terminos"
"Febrero","Valle Del Cauca","Centro Agropecuario De Buga","Despacho Subdireccion De Centro","(E) Mauricio Gomez Fajardo","Onbase","Presencial","Fisico","Instructor","Tutelas","Otros Derechos","Novedades De Aspirante - Agencia Publica De Empleo","Respuesta Fuera De Terminos"
"Febrero","Santander","Centro Industrial Y Del Desarrollo Tecnologico","Despacho Subdireccion De Centro","Edgar Alfonso Navas Rojas","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Servicios","Ape- Restablecimiento De Contrasena Y Actualizacion De Datos","Respuesta Fuera De Terminos"
